country_name,country_code,year,inflation,unemployment,trade_pct_gdp,govt_expenditure,urban_pop_pct,internet_users,liquid_liabilities_gdp,bank_zscore,bank_npl,bank_capital_ratio,bank_roa,life_expectancy,clean_water_access,primary_enrollment,secondary_enrollment,edu_expenditure,log_gdp_per_capita,log_private_credit_gdp,income_idx,health_idx,education_idx,hdi_proxy,hdi_proxy_t5
Austria,AUT,2017,2.081269114,5.561,105.5560668,44.86541976,67.90511961,87.9356,95.45703,34.54782,2.3688954,7.5419923,0.7378891,81.64390244,98.90619911,103.11315,100.45521,5.35804,10.761401913208358,4.439578894557405,0.8782661162011979,0.9470010590204536,0.9089057145289468,0.9113909632501995,
Austria,AUT,2018,1.998379814,4.933,108.37797,44.13638406,68.10467872,87.4791,98.30187,35.68405,1.8824286,7.7070024,0.7770916,81.69268293,98.90447712,103.31685,99.95784,5.35804,10.843398614603997,4.443010838891639,0.8877600718244092,0.9476658726598738,0.9041588772737806,0.9131949405860212,
Austria,AUT,2019,1.530895642,4.56,108.2072849,43.90690612,68.31760448,87.7522,99.7585,36.66615,1.6286214,7.9492587,0.692013,81.89512195,98.90262224,103.31685,99.95784,5.35804,10.817515621317728,4.460901121781877,0.8847632196892233,0.9504248490794807,0.9041588772737806,0.9131156486808282,
Austria,AUT,2020,1.381910634,5.201,99.94821411,51.15917256,68.54101779,87.5294,113.84,31.84211,1.576781,7.6044688,0.1527206,81.19268293,98.90063961,103.31685,99.95784,5.35804,10.793791737793226,4.542965153480318,0.8820163592233969,0.9408515331624615,0.9041588772737806,0.9090089232198797,
Austria,AUT,2021,2.766666667,6.459,111.0329321,50.02165588,68.7736017,92.5292,111.6937,30.90653,1.576781,7.6044688,0.8032679,81.1902439,98.89854389,103.31685,99.95784,5.35804,10.89023010870782,4.549328034905877,0.8931824378369769,0.9408182924055327,0.9041588772737806,0.9127198691720967,
Azerbaijan,AZE,2017,12.93591842,5.0,90.40231568,27.95873058,56.43318871,79.0,23.38383,5.979235,5.25,14.79,3.571036,72.694,55.05412234,103.2941,73.84934,2.47382,8.330429336289562,3.097685340446475,0.5967969183715122,0.8250257116306968,0.6549826091504386,0.6922684130508826,
Azerbaijan,AZE,2018,2.268546904,4.9,91.67257654,21.4022624,57.18415347,79.8,21.98402,5.460769,5.25,14.79,2.157306,73.016,55.45716529,99.7221,94.48008,2.45543,8.463959977021078,3.02887590474716,0.6122577107676245,0.8294141462670304,0.851879818941233,0.7645172253252959,
Azerbaijan,AZE,2019,2.610571828,5.0,85.81814541,24.28439903,58.1308192,81.1,24.90258,5.426664,5.25,14.79,2.3499,73.29,55.86468498,97.93535,94.77549,2.45543,8.477777232547751,3.1305327979899307,0.613857536230991,0.8331484043116123,0.8546991751419462,0.7672350385615164,
Azerbaijan,AZE,2020,2.75980947,7.24,72.01786765,33.93147657,58.29346918,84.6,28.07302,5.39014,5.25,14.79,1.717553,70.312,56.27701675,97.93535,94.77549,2.45543,8.350172532321704,3.2609677966258768,0.5990828765112804,0.7925621982650248,0.8546991751419462,0.748781416639417,
Azerbaijan,AZE,2021,6.650299127,6.04,76.28686569,27.1444135,58.36599697,86.0,28.0511,4.744682,5.25,14.79,1.804931,70.999,56.69311376,97.93535,94.77549,2.45543,8.595827896380555,3.1369987357453106,0.6275259856276505,0.8019251007344692,0.8546991751419462,0.7613834205013553,
Burundi,BDI,2017,16.0525353,1.25,71.808457465,17.02129698,16.62412739,2.66075,27.05107,14.72019,14.190085,12.174118,2.604254,61.345,69.35958846,110.0,49.25443,4.76202,5.50963415944751,2.775716949231696,0.27019226507101524,0.6703538337184334,0.4202518552339185,0.4535993180077891,
Burundi,BDI,2018,-2.814698077,1.147,71.808457465,17.02129698,17.6820222,4.0,32.90134,14.59352,12.696159,11.53124,2.711562,61.806,69.35958846,110.0,48.46502,5.07865,5.508017674217508,2.9224720957671977,0.270005100968338,0.6766366547350475,0.41271782463778134,0.4531198601137223,
Burundi,BDI,2019,-0.686772171,1.043,71.808457465,14.91140674,18.78617815,6.1,39.33294,16.97139,12.696159,11.53124,4.701159,62.18,69.35958846,110.0,45.09125,5.07865,5.460906411162689,3.057011269456289,0.26455034201848987,0.6817337806791118,0.3805189844858581,0.4422677023944866,
Burundi,BDI,2020,7.321106434,1.03,71.808457465,14.50800483,19.93099843,9.17302,46.64942,18.15346,12.696159,11.53124,4.430583,62.569,69.35958846,110.0,45.09125,5.07865,5.548423941946029,3.1990277485392293,0.2746835246876436,0.6870353368080987,0.3805189844858581,0.44741261532720017,
Burundi,BDI,2021,8.404538451,1.118,71.808457465,12.21950394,21.11088619,10.9847,46.64942,18.70014,12.696159,11.53124,4.259445,62.101,69.35958846,110.0,45.09125,5.07865,5.583422544031071,3.1990277485392293,0.2787358239803502,0.6806571150385208,0.3805189844858581,0.4466373078349097,
Belgium,BEL,2017,2.12597086,7.09,166.9040782,40.1035662,86.67317395,87.6797,122.7514,18.16668,2.9247935,7.5496252,0.8883166,81.49268293,99.64364522,103.90557,110.0,6.41228,10.692770116417211,4.1701367105926375,0.8703196107688335,0.9449401368609088,1.0,0.9384199158765808,
Belgium,BEL,2018,2.053164999,5.941,168.2776929,39.94162681,86.88834495,88.6473,126.5386,17.78204,2.2682657,7.6141463,0.7913666,81.59512195,99.62985052,103.3507,110.0,6.41228,10.7682367495294,4.208449434313427,0.879057485019936,0.9463362453810333,1.0,0.9417979101336563,
Belgium,BEL,2019,1.43681957,5.364,165.4654789,39.40250486,87.09616312,90.2754,125.8869,18.25408,2.0870692,7.4463906,0.7124362,81.99512195,99.61606725,103.3507,110.0,6.41228,10.75187673328801,4.235443581326131,0.8771632470134416,0.951787716978963,1.0,0.9429836546641349,
