country_name,country_code,year,inflation,unemployment,trade_pct_gdp,govt_expenditure,urban_pop_pct,internet_users,liquid_liabilities_gdp,bank_zscore,bank_npl,bank_capital_ratio,bank_roa,life_expectancy,clean_water_access,primary_enrollment,secondary_enrollment,edu_expenditure,log_gdp_per_capita,log_private_credit_gdp,income_idx,health_idx,education_idx,hdi_proxy,hdi_proxy_t5
Cyprus,CYP,2021,2.446088672,7.513,176.8277368,40.67852791,66.67183654,90.7595,45.45245,6.074417,15.019084,8.3793067,0.0749814,80.573,99.73737214,99.79544,100.25352,5.77719,10.40240778271065,5.201587829933231,0.8367001228633262,0.9324060734309191,0.906980810320823,0.8920290022050228,
Czechia,CZE,2017,2.450533985,2.893,147.7508349,31.38609832,72.91218536,78.7192,82.70602,10.4291,3.7417204,6.4801887,1.23713,78.97804878,98.15016282,100.67099,103.49158,3.85402,9.948183519764838,3.949391619889637,0.7841079463245907,0.9106689952411354,0.9378844511565458,0.8775537975740907,
Czechia,CZE,2018,2.149494949,2.246,145.1417179,31.82836469,72.84987444,80.6882,83.06735,10.2291,3.1401173,6.5438403,1.164351,79.02926829,98.1495782,100.50899,102.29793,3.85402,10.073522815146118,3.95766383469194,0.79862030704082,0.9113670495011977,0.9264924044114081,0.8788265869844752,
Czechia,CZE,2019,2.847875959,2.015,138.15461,32.03990444,72.78764267,80.8669,82.54061,10.83713,2.7028243,6.8351575,1.212373,79.22926829,98.14893402,100.50899,102.29793,3.85402,10.08846054948724,3.937247574065783,0.8003498667003195,0.9140927853001625,0.9264924044114081,0.88031168547063,
Czechia,CZE,2020,3.161295285,2.55,128.7804303,37.64245534,72.72549016,81.3389,92.28802,10.51501,2.9569782,7.3750103,0.6147433,78.22682927,98.14824118,100.50899,102.29793,3.85402,10.063644084644285,3.9926986204658634,0.7974765021388942,0.900430865684696,0.9264924044114081,0.8747999240783327,
Czechia,CZE,2021,3.839844915,2.803,137.3781163,36.84575574,72.68105944,82.6706,91.67341,10.34125,2.9569782,7.3750103,0.8648111,77.22195122,98.14747958,100.50899,102.29793,3.85402,10.229096061623688,4.000157318355815,0.8166332938204994,0.8867357053123008,0.9264924044114081,0.8766204678480695,
Germany,DEU,2017,1.509494851,3.781,77.45483947,27.52267402,80.9842544,84.3942,96.11733,18.60744,1.5,6.33,0.1352568,80.99268293,99.90294892,104.02236,98.40928,4.90512,10.726674220641481,4.358554174269984,0.8742451840598472,0.9381257973634967,0.8893796137479142,0.9005835317237527,
Germany,DEU,2018,1.732168798,3.384,79.12522605,27.36449594,81.14230362,87.0371,97.5297,22.48842,1.24,6.47,0.1801949,80.89268293,99.90611742,103.89456,97.5935,4.90512,10.797883711184229,4.365074378706897,0.882490146743191,0.9367629294640143,0.8815939111602642,0.9002823291224898,
Germany,DEU,2019,1.445659769,3.163,79.07324272,27.88043355,81.30539917,88.1345,99.21805,16.76535,1.05,6.31,-0.7972499,81.29268293,99.90934437,103.89456,97.5935,4.90512,10.771788993995836,4.3840412290152795,0.8794687802397816,0.942214401061944,0.8815939111602642,0.9010923641539966,
Germany,DEU,2020,0.144877926,3.881,72.93353271,32.15059466,81.4700055,89.8129,111.4447,15.46659,1.05,5.93,-0.3052635,81.04146341,99.91264871,103.89456,97.5935,4.90512,10.766290445876521,4.457193242703426,0.8788321330216822,0.9387906108666302,0.8815939111602642,0.8997388850161921,
Germany,DEU,2021,3.066666667,3.594,79.91953486,32.66852056,81.63258707,91.4306,110.9527,16.04881,1.05,5.93,0.0453391,80.7902439,99.91604077,103.89456,97.5935,4.90512,10.865711915428044,4.45382716100662,0.8903436085304617,0.9353668208076028,0.8815939111602642,0.9024347801661096,
Djibouti,DJI,2017,0.568112117,26.064,305.9679664,22.765940739999998,71.31826193,55.6814,75.36404,10.34672,16.521317,5.3892386,0.7182937,63.71,69.35958846,69.59624,47.84858,3.74856,7.870912501570853,3.09744690103131,0.5435919435044378,0.7025856595411935,0.4068345981513132,0.5510040670656481,
Djibouti,DJI,2018,0.14797085,26.18,300.3989005,22.765940739999998,71.51534428,57.0617,65.34909,13.12097,18.060113,6.2917523,0.6887686,64.105,69.35958846,70.29769,51.45778,3.62774,7.90805011279037,3.087461960126771,0.5478919071233271,0.7079689877441492,0.44128035286379247,0.5657137492437563,
Djibouti,DJI,2019,3.319253727,26.257,320.9392304,22.765940739999998,71.74181466,58.4762,63.99883,16.97244,16.036584,6.4808401,0.8637096,64.381,69.35958846,75.28794,51.97055,3.62774,7.950914413028988,3.074177398078567,0.5528549331641172,0.7117305031467206,0.4461741657984922,0.5702532007031099,
Djibouti,DJI,2020,1.777407838,27.701,225.7448713,22.765940739999998,71.99901705,59.9257,74.32652,16.97244,13.250663,6.6566339,0.8637096,64.2,69.35958846,73.84849,54.68983,3.62774,7.953630461643584,3.012401073971559,0.5531694097781585,0.7092637122486575,0.47212663500899604,0.578186585678604,
Djibouti,DJI,2021,1.181917753,27.628,263.4777287,22.765940739999998,72.28829546,61.4112,79.8542,16.97244,13.250663,6.6566339,0.8637096,63.83,69.35958846,73.84849,54.68983,3.62774,8.015297993758862,2.981460413329453,0.5603095605809388,0.7042211010205723,0.47212663500899604,0.5788857655368357,
Denmark,DNK,2017,1.14713217,5.833,104.2156769,36.28118547,88.01619438,97.0994,61.25009,24.38521,2.2942915,6.8961649,1.115081,81.10243902,99.12859376,101.26809,110.0,7.81608,10.959932349895125,5.092564835962677,0.9012528842501523,0.9396216278818338,1.0,0.946958170710662,
Denmark,DNK,2018,0.813609467,5.131,108.8139855,36.17676515,88.10597623,97.3192,60.50406,25.77088,1.7103049,6.9793757,0.7407361,80.95365854,99.45179117,100.52391,110.0,7.81608,11.023955368029418,5.0891851957814795,0.908665764069527,0.9375939464792179,1.0,0.9487532368495817,
Denmark,DNK,2019,0.758131573,5.018,111.8914751,35.29441102,88.20964908,98.0464,62.23059,25.57506,1.7151032,7.3743794,0.7402098,81.45121951,99.77498125,100.52391,110.0,7.81608,10.992138160006656,5.086934387798453,0.9049818212293745,0.9443750452197013,1.0,0.949785622149692,
Denmark,DNK,2020,0.420711974,5.644,104.4334327,38.75857451,88.23944855,96.5491,68.01585,22.6822,1.8160017,6.6417612,0.3692779,81.60243902,99.91882994,100.52391,110.0,7.81608,11.018407619604524,5.101866256102264,0.9080234202135158,0.946435967379246,1.0,0.9514864625309206,
Denmark,DNK,2021,1.85304544,5.065,112.3214727,36.41778797,88.26164493,98.8659,62.7996,26.42471,1.8160017,6.6417612,0.7446171,81.40487805,99.91882841,100.52391,110.0,7.81608,11.146802218782307,5.073608841300679,0.9228895380707728,0.9437434723372097,1.0,0.9555443368026607,
Dominican Republic,DOM,2017,3.279556947,5.832,50.75953555,16.83568375,73.92680625,67.5712,21.99613,34.46243,1.9065863,9.4440291,2.003427,73.37,44.72325941,107.79981,79.73947,2.04679,8.91108703876187,3.2920686641298063,0.664028140673354,0.8342386986311983,0.7111972753381299,0.7364880382142274,
Dominican Republic,DOM,2018,3.56443426,5.861,52.33517096,16.03178254,73.75892557,74.822,21.4599,34.36922,1.6176697,9.610336,1.840806,73.555,44.82792643,105.69865,79.93869,2.04679,8.972588412562304,3.2905231435242834,0.6711490529014026,0.8367600042452409,0.7130986061742765,0.74033588777364,
Dominican Republic,DOM,2019,1.81060377,6.356,50.9129822,17.50165167,73.54034647,79.7155,23.08625,34.62232,1.5534851,10.434062,1.861756,73.112,44.92620385,110.0,81.59329,2.04679,9.009938291500463,3.3272332453174136,0.6754735938540958,0.8307224994505334,0.728889902236359,0.7450286651803294,
Dominican Republic,DOM,2020,3.781031799,6.126,44.73316135,21.4214588,73.26437938,81.6173,30.22039,31.06544,1.5534851,10.434062,1.501469,72.636,45.01833356,110.0,81.59329,2.04679,8.872938886356824,3.4002235743323372,0.6596111719431914,0.824235248248997,0.728889902236359,0.7375787741428491,
Dominican Republic,DOM,2021,8.24300348,7.702,51.95002273,17.35929517,72.92433474,85.243,28.93645,32.58395,1.5534851,10.434062,1.960679,71.757,45.10476481,110.0,81.59329,2.04679,9.051118997914294,3.3222187465514454,0.6802416856501177,0.8122556394125463,0.728889902236359,0.7404624090996744,
Algeria,DZA,2017,5.59111591,12.0,49.82081617,22.765940739999998,71.32279124,47.6911,73.84113,23.12142,12.958502,10.874064,1.381308,75.431,74.0682733,110.0,99.61435,4.33702,8.424127349999313,3.2341872051259224,0.6076457058105486,0.8623274060395315,0.9008806515489137,0.7902845877996646,
Algeria,DZA,2018,4.269990205,12.112,52.43616768,22.765940739999998,71.90524985,49.0385,76.15809,24.28966,12.697401,10.821636,1.74578,75.555,73.32654439,109.88282,99.61435,4.33702,8.429063434800462,3.2536404706376607,0.6082172284359331,0.8640173622348899,0.9008806515489137,0.7910384140732455,
Algeria,DZA,2019,1.951768211,12.302,46.50684261,22.765940739999998,72.48245614,55.7907,74.72868,22.43565,12.697401,10.821636,1.033093,75.682,72.21879445,107.33169,99.61435,4.33702,8.405021402502461,3.28802271116093,0.6054335312402656,0.8657482044672326,0.9008806515489137,0.7906874624188039,
Algeria,DZA,2020,2.415130941,14.08,40.38975656,22.765940739999998,73.05411263,63.4727,87.61681,24.82232,12.697401,10.821636,1.046777,73.257,70.52516432,107.33169,99.61435,4.33702,8.228054579258655,3.4235770776194103,0.5849434976406123,0.8326986579047831,0.9008806515489137,0.7728409356981031,
Algeria,DZA,2021,7.226063074,13.656,46.83705926,22.765940739999998,73.61992183,72.2124,81.3728,24.82232,12.697401,10.821636,1.046777,75.208,68.83924114,107.33169,99.61435,4.33702,8.333645106824495,3.257220385080796,0.5971692550903488,0.8592882106236857,0.9008806515489137,0.7857793724209827,
Ecuador,ECU,2017,0.417335589,3.836,43.61772332,31.51926797,63.01945918,55.8,37.05909,11.06853,3.3094819,11.66343,1.13691,76.22,67.84560463,103.53494,102.19831,4.9987,8.737825183083318,3.504609500426922,0.6439670852771072,0.8730804337664481,0.925541643554582,0.8141963875327125,
Ecuador,ECU,2018,-0.224103246,3.53,48.00934762,33.72504492,63.04332768,57.5,37.62827,10.69763,2.949234,11.776997,1.250395,77.248,68.20313229,103.26795,101.43565,4.9987,8.74908538027499,3.609998841779307,0.6452708427530393,0.8870907157731277,0.9182629116225695,0.8168748233829121,
Ecuador,ECU,2019,0.266012515,3.812,48.08284949,33.1468965,63.06271397,59.2,40.76303,10.8558,3.1512836,11.914763,1.348988,77.286,68.56561697,103.26795,101.43565,4.9987,8.733281134684802,3.7112945971895335,0.643440954431464,0.887608605574931,0.9182629116225695,0.8164374905429881,
Ecuador,ECU,2020,-0.338872393,6.116,43.98931094,34.03967542,63.07738978,70.7,48.81113,9.297792,3.1512836,11.914763,0.5043848,72.004,68.93422683,103.26795,101.43565,4.9987,8.60605446766997,3.821622911398924,0.6287100651375181,0.815621923124268,0.9182629116225695,0.7875316332947851,
Ecuador,ECU,2021,0.133251386,4.504,53.26127561,31.92617493,63.08712682,69.1148,51.40978,9.514566,3.1512836,11.914763,0.7404858,72.746,69.24785516,103.26795,101.43565,4.9987,8.70984842174978,3.890524969739029,0.6407278070371178,0.8257344029384277,0.9182629116225695,0.7949083738660384,
"Egypt, Arab Rep.",EGY,2017,29.50660839,11.767,42.83213436,30.23036949,42.44860087,44.9502,92.29539,21.54849,7.1999998,6.5,1.546244,70.709,74.78956975,106.13347,86.71445,3.76083,7.781599085600877,3.3850700322505314,0.5332508249796205,0.7979727838259703,0.7777656146389303,0.7029964078148404,
"Egypt, Arab Rep.",EGY,2018,14.40146578,9.855,45.91101967,30.23036949,42.45771774,46.9243,81.77491,20.86885,7.1999998,6.5,1.422205,70.974,75.37880826,106.28493,87.91114,3.76083,7.818310858666019,3.2789570520136664,0.5375014830963187,0.8015843837595987,0.7891866747649631,0.7094241805402935,
"Egypt, Arab Rep.",EGY,2019,9.152799593,7.851,41.12401716,30.23036949,42.48120273,57.2829,77.23492,23.47762,7.1999998,6.5,1.824051,71.213,75.96909519,106.40956,89.48068,3.76083,7.994291248217357,3.2198569434139586,0.557877302861243,0.8048416380393616,0.8041661687945055,0.7222950365650367,
"Egypt, Arab Rep.",EGY,2020,5.04493289,7.974,32.12625557,30.23036949,42.51815346,71.9142,84.21943,22.12914,7.1999998,6.5,1.254103,69.79,76.56056202,106.40956,89.48068,3.76083,8.16397336026639,3.3378400293366353,0.5775238790579285,0.7854480278297266,0.8041661687945055,0.7223793585607202,
"Egypt, Arab Rep.",EGY,2021,5.214049405,7.441,29.85697348,30.23036949,42.56860626,72.056,91.82542,20.59571,7.1999998,6.5,1.316318,68.976,77.15326271,106.40956,89.48068,3.76083,8.25019026501235,3.423112808105231,0.5875064692560302,0.7743542831279393,0.8041661687945055,0.7220089737261582,
Spain,ESP,2017,1.956076334,17.224,66.16744614,31.36192078,79.46632331,84.6022,111.6152,19.42108,4.4612021,7.6159065,-0.2608124,83.28292683,99.56836361,102.71029,110.0,4.20774,10.253522489943236,4.6648155049145315,0.8194614981574081,0.9693387962964515,1.0,0.9296000981512865,
Spain,ESP,2018,1.674981369,15.255,67.0094104,31.72561364,79.55800578,86.1072,112.415,20.27938,3.686425,7.5524181,0.5126802,83.43170732,99.55280492,101.98935,110.0,4.20774,10.328867088553295,4.601008437915775,0.8281852426919731,0.9713664778353543,1.0,0.9331839068424426,
Spain,ESP,2019,0.699518994,14.104,66.36622504,32.11492291,79.63497611,90.7187,112.7428,20.44179,3.1528272,7.5923827,0.5285094,83.83170732,99.53720678,101.98935,110.0,4.20774,10.301844946249293,4.551015960933096,0.8250564946385551,0.9768179494332841,1.0,0.9339581480239465,
Spain,ESP,2020,-0.322753017,15.532,59.44612801,40.36940739,79.69556746,93.2056,138.3949,16.41497,2.8512267,6.4980599,-0.1857816,82.23170732,99.52156045,101.98935,110.0,4.20774,10.212256084069276,4.6863832854090015,0.8146834836833082,0.9550120630415648,1.0,0.923231848908291,
Spain,ESP,2021,3.09313512,14.914,66.52458894,38.36211851,79.7846243,93.8975,137.1568,16.91558,2.8512267,6.4980599,0.5021515,83.17804878,99.50586832,101.98935,110.0,4.20774,10.335285475010277,4.578972914466013,0.8289283930279993,0.9679094470193984,1.0,0.9322792800157993,
Estonia,EST,2017,3.417235495,5.807,144.6356509,34.69838258,68.99319419,88.1025,73.60612,9.926767,0.69839149,12.770384,1.259111,78.09268293,97.69470927,97.23017,110.0,4.97338,9.945230195929124,4.171898174666747,0.7837659968929672,0.8986026282785055,1.0,0.8941228750571576,
Estonia,EST,2018,3.436326884,5.412,143.4852249,35.21686125,69.28035329,89.357,74.61168,9.10916,0.45303614,12.713874,1.395756,78.24390244,97.88805402,97.66769,110.0,4.97338,10.069812515416135,4.1464517586348535,0.7981907114548304,0.9006635504380501,1.0,0.8996180872976268,
Estonia,EST,2019,2.277259312,4.514,140.352148,35.65108717,69.57873977,90.2289,75.98003,8.922285,0.36087432,12.074318,0.8464376,78.64634146,98.07804946,97.66769,110.0,4.97338,10.086735769015013,4.1070611953437535,0.800150163675876,0.906148262656622,1.0,0.902099475444166,
Estonia,EST,2020,-0.444531098,6.956,137.3926413,40.90843812,69.88157789,89.0583,92.66795,8.281074,0.34689256,10.315493,0.7531262,78.59512195,98.26822826,97.66769,110.0,4.97338,10.083096848640865,4.187142498073453,0.7997288327203554,0.9054502083965598,1.0,0.9017263470389718,
Estonia,EST,2021,4.653166738,6.178,160.4719223,38.23603574,70.17772741,90.9797,96.01408,8.421521,0.34689256,10.315493,0.9850067,76.94390244,98.44118381,97.66769,110.0,4.97338,10.238249968604071,4.12478258948251,0.8176931753178225,0.8829462677447784,1.0,0.9002131476875336,
Ethiopia,ETH,2017,10.68711503,2.665,31.10364949,11.23250379,20.30848503,15.6,34.571,11.29838,3.4128643,8.6702928,2.261505,64.766,10.57858294,100.97149,34.93947,4.73792,6.547285184131341,2.9422439402512945,0.39033627834289575,0.7169775445597282,0.2836316621498686,0.4636484950174975,
Ethiopia,ETH,2018,13.83303566,2.811,31.19936898,10.81747742,20.78380966,15.9,34.571,9.96612,3.5605232,8.5980074,1.452252,65.257,11.04505165,100.97149,34.93947,4.73792,6.60759841527068,2.9422439402512945,0.39731962194310344,0.723669225946187,0.2836316621498686,0.4682068366797197,
Ethiopia,ETH,2019,15.80963217,2.928,28.81529393,9.705415767,21.24867058,16.0,34.571,9.928329,2.6717358,7.9767953,2.082219,65.741,11.5257721,100.97149,34.93947,4.73792,6.677679312911413,2.9422439402512945,0.4054339109438963,0.730265506579682,0.2836316621498686,0.473110359891149,
Ethiopia,ETH,2020,20.35634686,3.998,24.00611434,8.412268668,21.62600517,16.0696,34.571,9.03286,3.4297719,7.1563651,1.593503,65.969,12.02009931,100.97149,34.93947,4.73792,6.722378237946904,2.9422439402512945,0.41060935829079137,0.7333728453905018,0.2836316621498686,0.4758712886103873,
Ethiopia,ETH,2021,26.83952216,3.935,24.34505746,8.417419277,22.10670853,16.6981,34.571,11.55515,3.4297719,7.1563651,1.088172,65.33,12.52804845,100.97149,34.93947,4.73792,6.795716776678993,2.9422439402512945,0.41910083197622733,0.7246641195128091,0.2836316621498686,0.4757988712129684,
Finland,FIN,2017,0.754015047,8.64,75.93878223,38.17299049,71.95630383,87.4689,77.89227,13.97095,1.6716213,9.0258421,0.4563178,81.63170732,99.63312609,100.15464,110.0,6.37621,10.73826487430057,4.544253577797784,0.8755872033070905,0.9468348556446702,1.0,0.9408073529839203,
Finland,FIN,2018,1.083820984,7.361,79.14361484,37.67835967,72.34234677,88.89,78.08608,17.20489,1.4255728,9.3035191,0.499556,81.73414634,99.63454937,100.20511,110.0,6.37621,10.812859398022832,4.552239235584163,0.8842241007175929,0.9482309641647945,1.0,0.9441516882941291,
Finland,FIN,2019,1.02409393,6.695,80.56415029,37.30997241,72.74312144,89.6074,78.13652,16.28398,1.3904016,6.8452441,0.3354187,81.98292683,99.6361473,100.20511,110.0,6.37621,10.78641136455216,4.564437666631481,0.8811618256282547,0.9516215136031797,1.0,0.9442611130771449,
Finland,FIN,2020,0.290554556,7.759,72.1845956,41.48197659,73.08494398,92.1703,89.36196,17.83522,1.4517332,6.704832,0.4616164,81.93170732,99.63792392,100.20511,110.0,6.37621,10.796093699734017,4.6132050200818115,0.882282890975775,0.9509234593431175,1.0,0.9444021167729643,
Finland,FIN,2021,2.194574323,7.617,79.78927819,40.10266759,73.37102158,92.8081,89.11417,17.11392,1.4517332,6.704832,0.6640126,81.88536585,99.63989696,100.20511,110.0,6.37621,10.879934752236208,4.584027138730335,0.8919903940620084,0.9502918863243393,1.0,0.9474274267954493,
Fiji,FJI,2017,3.347578348,4.418,71.808457465,25.37029328,55.74083434,53.6474,52.85963,27.2409,2.4244607,8.8641936,1.568957,67.06,41.22415761,106.43889,89.88189,3.88289,8.670403110867188,4.219693423223561,0.6361606473259467,0.7482417341738555,0.807995267001364,0.7307992161670555,
Fiji,FJI,2018,4.081476376,4.523,71.808457465,28.02558672,56.23283474,58.2364,52.83906,28.90173,3.0892567,9.937815,1.727614,66.965,41.35394724,106.43889,89.88189,3.88289,8.713815305238798,4.238360631360562,0.6411871110721117,0.7469470096693472,0.807995267001364,0.7320431292476077,
Fiji,FJI,2019,1.773101825,4.661,71.808457465,27.92715348,56.70989552,63.2179,55.91058,31.69231,3.8383513,10.959892,1.283078,67.009,41.48286498,110.0,89.88189,3.88289,8.673012212388153,4.263882533841312,0.6364627411130733,0.7475466715451194,0.807995267001364,0.7306682265531856,
Fiji,FJI,2020,-2.595243259,5.054,71.808457465,32.52917608,57.18668469,68.6256,71.98848,28.73934,4.2900321,11.519184,0.7330226,66.924,41.61064945,110.0,89.88189,3.88289,8.438506137961477,4.427239455392567,0.6093105480847477,0.7463882338305595,0.807995267001364,0.7212313496388904,
Fiji,FJI,2021,0.155855722,5.225,71.808457465,36.29451189,57.66183648,74.4958,80.87631,33.01206,4.2900321,11.519184,0.780481,64.904,41.73755604,110.0,89.88189,3.88289,8.420182853782304,4.450792730449165,0.6071889938769853,0.7188583022610138,0.807995267001364,0.7113475210464544,
France,FRA,2017,1.032282751,9.409,65.39584816,48.46634162,78.6467804,80.5025,101.4104,20.00664,3.1235957,6.5940085,0.3154922,82.57560976,99.11024689,102.41722,103.75608,5.4516,10.563288957293194,4.610342387065419,0.8553276859981772,0.9596989990018618,0.9404088061719096,0.9184784970573162,
France,FRA,2018,1.850815083,9.018,66.80226078,47.10007732,78.67144325,82.0432,102.6403,19.20898,2.7483416,6.5254986,0.2799378,82.67560976,99.24255746,102.874,104.13856,5.4516,10.63149925667378,4.632954599398477,0.8632253885196556,0.9610618669013442,0.9440591475945044,0.9227821343385014,
France,FRA,2019,1.108254923,8.415,66.42897717,45.88979029,78.68907845,83.3397,106.202,19.79179,2.4731437,6.6105608,0.376852,82.82682927,99.37573822,102.874,104.13856,5.4516,10.606814860811246,4.660977576495764,0.8603673155128657,0.9631227890608889,0.9440591475945044,0.9225164173894197,
France,FRA,2020,0.476498853,8.009,58.83889072,51.96363143,78.71191318,84.7064,131.1224,18.992,2.705339,6.1810564,0.0915872,82.17560976,99.50978519,102.874,104.13856,5.4516,10.575688397314615,4.791965055914594,0.8567633502543286,0.9542475274039319,0.9440591475945044,0.918356675084255,
France,FRA,2021,1.64233141,7.871,63.78848263,49.99444401,78.73646034,86.0955,128.3093,19.97747,2.705339,6.1810564,0.2678444,82.32439024,99.64470717,102.874,104.13856,5.4516,10.685700455659587,4.7571167241932155,0.8695010528956308,0.9562752088065478,0.9440591475945044,0.923278469765561,
Gabon,GAB,2017,2.651925831,20.307,75.06874045,15.66749478,89.00097333,51.6049,19.36199,15.17335,10.835904,7.8450239,1.637322,66.816,69.35958846,110.0,53.08601,2.66667,8.842566018433235,2.4207147352420906,0.6560944614498648,0.7449163364991184,0.4568199769343622,0.6192769249611151,
Gabon,GAB,2018,4.749066521,20.459,77.0365977,13.69763627,89.453995,55.4202,23.86972,16.20967,12.392719,8.6990815,1.996233,67.043,69.35958846,110.0,53.08601,2.66667,8.939223997272293,2.6429326679250718,0.6672859672800753,0.7480100466309436,0.4568199769343622,0.624038663615127,
Gabon,GAB,2019,2.464567562,20.371,73.42808945,13.54186761,89.90318502,59.5176,22.92761,16.63204,12.810483,8.8888096,1.505305,67.337,69.35958846,110.0,53.08601,2.66667,8.914918913858973,2.6637137046152586,0.6644718128151155,0.752016878255422,0.4568199769343622,0.6244362226682999,
Gabon,GAB,2020,1.352761107,21.279,70.11405465,16.44537162,90.34807504,63.9179,22.92761,16.63204,8.167596,14.507839,1.505305,67.073,69.35958846,110.0,53.08601,2.66667,8.79585522450101,2.6637137046152586,0.6506860706589018,0.7484189070007882,0.4568199769343622,0.6186416515313508,
Gabon,GAB,2021,1.086907465,21.223,85.34831221,14.05195849,90.78819673,68.6436,22.92761,16.63204,8.167596,14.507839,1.505305,67.072,69.35958846,110.0,53.08601,2.66667,9.009741902250134,2.6637137046152586,0.6754508550024619,0.7484052783217935,0.4568199769343622,0.6268920367528725,
United Kingdom,GBR,2017,2.557755776,4.501,63.18992458,36.84340523,82.23065673,90.4246,144.2713,15.88067,0.73465975,6.7846917,0.4835042,81.25609756,99.88607248,101.15456,110.0,5.44209,10.619320736475029,4.890429576113555,0.861815303377749,0.941715790798307,1.0,0.934510364725352,
United Kingdom,GBR,2018,2.292839903,4.145,64.9097722,37.19691705,82.44656576,90.692,146.5208,18.69784,1.0726275,6.8164601,0.4292984,81.25609756,99.87705626,100.99555,110.0,5.44209,10.685194855847106,4.892989998953212,0.8694425122214197,0.941715790798307,1.0,0.9370527676732422,
United Kingdom,GBR,2019,1.738104601,3.657,65.00356642,36.40586766,82.66994207,92.5166,139.3379,18.37656,1.079504,6.789918,0.4466396,81.36912195,99.8680393,100.99555,110.0,5.44209,10.672663421439347,4.883061737316449,0.8679915650474791,0.9432561639282029,1.0,0.9370825763252273,
United Kingdom,GBR,2020,0.989486704,4.472,59.1598893,47.53266313,82.90000153,94.8182,160.3196,17.62722,1.2156648,6.8730273,0.2592376,80.3317561,99.85902223,100.99555,110.0,5.44209,10.616772585325547,4.971741300897531,0.8615202667052654,0.9291182377583598,1.0,0.9302128348212083,
United Kingdom,GBR,2021,2.518371096,4.864,58.53838629,42.94724307,82.98864315,96.1965,163.2921,18.10662,1.2156648,6.8730273,0.6457624,80.64731707,99.85000706,100.99555,110.0,5.44209,10.772526850268363,4.920107925062651,0.8795542126363104,0.9334189169217851,1.0,0.9376577098526985,
Georgia,GEO,2017,6.035317253,13.939,102.5842777,26.86211901,57.99968272,59.7055,36.53757,7.838501,2.7788,12.819326,3.41499,73.435,66.87580406,100.35831,103.38106,3.57443,8.39383887960702,3.978352359566645,0.6041387672519851,0.8351245627658619,0.936829662059011,0.7920309973589527,
Georgia,GEO,2018,2.615244714,12.667,109.8477406,23.71754749,58.30381819,62.7179,39.04015,7.368607,2.6788683,12.643054,2.504283,73.985,67.97174787,98.63084,105.97872,3.52106,8.47742368533566,4.067855127980799,0.6138166009069455,0.8426203362130152,0.9616214051562122,0.806019447425391,
Georgia,GEO,2019,4.852898217,11.565,117.8100802,24.36351205,58.63040918,68.8467,41.252,7.351558,1.9284096,11.918551,2.782468,74.165,69.08253744,99.29888,106.29635,3.52106,8.464274001661085,4.155008712669034,0.6122940699863013,0.8450734984320838,0.9646528262659665,0.8073401315614506,
Georgia,GEO,2020,5.20246489,11.734,92.89108418,29.00901806,58.99905528,72.5316,50.60801,6.229876,2.2674383,9.9369326,1.29199,73.509,69.45645358,99.29888,106.29635,3.52106,8.366802071943829,4.353939225652211,0.6010083211757568,0.8361330850114789,0.9646528262659665,0.8005980774844007,
Georgia,GEO,2021,9.566914338,11.785,101.6009075,27.20440024,59.42935606,76.4427,46.32866,7.905212,2.2674383,9.9369326,3.227954,71.635,69.72071246,99.29888,106.29635,3.52106,8.533973010509998,4.271173422852553,0.620364142144455,0.8105929405751777,0.9646528262659665,0.798536636328533,
Ghana,GHA,2017,12.37192155,3.369,70.54836529,17.35524031,54.69914198,37.8842,30.01614,13.94477,21.591249,13.106633,3.190762,63.829,33.41898148,105.50988,69.00922,3.61798,7.607523802985027,2.8125885788972997,0.5130955872673294,0.7042074723415775,0.6087891074606,0.6086973890231689,
Ghana,GHA,2018,7.808765166,3.204,67.95851746,17.60184752,55.21847757,43.0,29.07536,13.92056,18.187153,15.776859,2.90781,64.138,34.73884603,103.56847,71.31969,3.98944,7.694539267312782,2.656490906427439,0.5231706383706018,0.7084187341509783,0.630839945012008,0.6208097725111962,
Ghana,GHA,2019,7.143640033,3.067,76.82480273,17.51094509,55.72462791,22.0732,29.13986,14.12575,13.941911,14.526483,3.15938,64.455,36.07336384,104.84141,74.67949,3.98944,7.690586947958769,2.6688609007888737,0.5227130206382163,0.7127390253923377,0.6629054572260689,0.6327858344188743,
Ghana,GHA,2020,9.887289563,3.178,66.57549872,21.88355441,56.2171614,62.5176,33.36398,14.15553,14.815376,14.230322,3.226936,64.309,37.42272239,104.84141,74.67949,3.98944,7.694599892751266,2.579417267603572,0.5231776578630059,0.7107492382590932,0.6629054572260689,0.6322774511160559,
Ghana,GHA,2021,9.971088675,3.2,62.70783091,20.75087487,56.69525568,68.6,29.58002,13.92242,14.815376,14.230322,3.207276,64.286,38.78629222,104.84141,74.67949,3.98944,7.802285611374183,2.4211758023941607,0.5356460061801733,0.7104357786422123,0.6629054572260689,0.6363290806828181,
Guinea,GIN,2017,8.914359479,4.86,101.2516338,6.469526769,35.58273315,18.7,23.99133,27.94649,10.675586,11.862433,2.237729,58.715,69.35958846,91.50917,39.33397,2.31765,6.726950916706293,2.283346104823486,0.4111388040914385,0.6345104079620449,0.3255722221310252,0.4570738113948362,
