country_name,country_code,base_year,forecast_year,current_hdi,forecast_hdi,hdi_change
Paraguay,PRY,2018,2023,0.7189444663948157,0.77649456,0.0576
Paraguay,PRY,2019,2024,0.7163357925834407,0.77649456,0.0602
Paraguay,PRY,2020,2025,0.7088834801227146,0.77649456,0.0676
Paraguay,PRY,2021,2026,0.6920961946727583,0.77649456,0.0844
West Bank and Gaza,PSE,2017,2022,0.7464298944055457,0.78491575,0.0385
West Bank and Gaza,PSE,2018,2023,0.7483553864685626,0.78491575,0.0366
West Bank and Gaza,PSE,2019,2024,0.7550922966545474,0.78491575,0.0298
West Bank and Gaza,PSE,2020,2025,0.7466524418023792,0.78491575,0.0383
West Bank and Gaza,PSE,2021,2026,0.7465944959008857,0.78491575,0.0383
Qatar,QAT,2017,2022,0.9423738803982996,0.9303001,-0.0121
Qatar,QAT,2018,2023,0.9480012460667704,0.9303001,-0.0177
Qatar,QAT,2019,2024,0.9466994875844724,0.9303001,-0.0164
Qatar,QAT,2020,2025,0.9252529677421004,0.9303001,0.005
Qatar,QAT,2021,2026,0.9409766778821635,0.9303001,-0.0107
Romania,ROU,2017,2022,0.7957593968678855,0.82836974,0.0326
Romania,ROU,2018,2023,0.7951071540732736,0.82836974,0.0333
Romania,ROU,2019,2024,0.7977414627844422,0.82836974,0.0306
Romania,ROU,2020,2025,0.7918884387989248,0.82836974,0.0365
Romania,ROU,2021,2026,0.7905867943636572,0.82836974,0.0378
Russian Federation,RUS,2017,2022,0.8215540048250687,0.8593148,0.0378
Russian Federation,RUS,2018,2023,0.825666698155843,0.8593148,0.0336
Russian Federation,RUS,2019,2024,0.8283857244758992,0.8593148,0.0309
Russian Federation,RUS,2020,2025,0.8156559331945287,0.8593148,0.0437
Russian Federation,RUS,2021,2026,0.8170842848638667,0.8593148,0.0422
Rwanda,RWA,2017,2022,0.4857197628018121,0.5760922,0.0904
Rwanda,RWA,2018,2023,0.4937759844817014,0.5760922,0.0823
Rwanda,RWA,2019,2024,0.5080623233736453,0.5760922,0.068
Rwanda,RWA,2020,2025,0.5077311403364232,0.5760922,0.0684
Rwanda,RWA,2021,2026,0.5097012900022441,0.5760922,0.0664
Saudi Arabia,SAU,2017,2022,0.8949545859115092,0.89018506,-0.0048
Saudi Arabia,SAU,2018,2023,0.9103159512597592,0.89018506,-0.0201
Saudi Arabia,SAU,2019,2024,0.9086014963288443,0.89018506,-0.0184
Saudi Arabia,SAU,2020,2025,0.8978347778029976,0.89018506,-0.0076
Saudi Arabia,SAU,2021,2026,0.9059974536513842,0.89018506,-0.0158
Sudan,SDN,2017,2022,0.5151768570886565,0.57361233,0.0584
Sudan,SDN,2018,2023,0.5060253496876708,0.57361233,0.0676
Sudan,SDN,2019,2024,0.5062710907475241,0.57361233,0.0673
Sudan,SDN,2020,2025,0.4952479299028516,0.57361233,0.0784
Sudan,SDN,2021,2026,0.5002863437454901,0.57361233,0.0733
Senegal,SEN,2017,2022,0.5506708373510497,0.6230313,0.0724
Senegal,SEN,2018,2023,0.5547545522663007,0.6230313,0.0683
Senegal,SEN,2019,2024,0.5405547519230341,0.6230313,0.0825
Senegal,SEN,2020,2025,0.54057098928762,0.6230313,0.0825
Senegal,SEN,2021,2026,0.5411753884101617,0.6230313,0.0819
Singapore,SGP,2017,2022,0.9507100243597844,0.9165521,-0.0342
Singapore,SGP,2018,2023,0.9495285153034246,0.9165521,-0.033
Singapore,SGP,2019,2024,0.9503401290992968,0.9165521,-0.0338
Singapore,SGP,2020,2025,0.9473535971142656,0.9165521,-0.0308
Singapore,SGP,2021,2026,0.9555371932058958,0.9165521,-0.039
Solomon Islands,SLB,2017,2022,0.5717684167508731,0.6441034,0.0723
Solomon Islands,SLB,2018,2023,0.5748177515816063,0.6441034,0.0693
Solomon Islands,SLB,2019,2024,0.5746779709060469,0.6441034,0.0694
Solomon Islands,SLB,2020,2025,0.5685066037808317,0.6441034,0.0756
Solomon Islands,SLB,2021,2026,0.5664612701110938,0.6441034,0.0776
Sierra Leone,SLE,2017,2022,0.4579713350562076,0.5397306,0.0818
Sierra Leone,SLE,2018,2023,0.467035391806428,0.5397306,0.0727
Sierra Leone,SLE,2019,2024,0.4693608172820189,0.5397306,0.0704
Sierra Leone,SLE,2020,2025,0.4698910899100476,0.5397306,0.0698
Sierra Leone,SLE,2021,2026,0.4742499607708687,0.5397306,0.0655
El Salvador,SLV,2017,2022,0.6759240344779062,0.762076,0.0862
El Salvador,SLV,2018,2023,0.6796946980899904,0.762076,0.0824
El Salvador,SLV,2019,2024,0.6824833220302643,0.762076,0.0796
El Salvador,SLV,2020,2025,0.672757579689165,0.762076,0.0893
El Salvador,SLV,2021,2026,0.6771567692167478,0.762076,0.0849
Serbia,SRB,2017,2022,0.791678611275921,0.81489706,0.0232
Serbia,SRB,2018,2023,0.7975214912598334,0.81489706,0.0174
Serbia,SRB,2019,2024,0.7967619699293614,0.81489706,0.0181
Serbia,SRB,2020,2025,0.7918063746541796,0.81489706,0.0231
Serbia,SRB,2021,2026,0.7909795344965929,0.81489706,0.0239
Suriname,SUR,2017,2022,0.7117749613041848,0.7732959,0.0615
Suriname,SUR,2018,2023,0.7317787507012653,0.7732959,0.0415
Suriname,SUR,2019,2024,0.7329549273575536,0.7732959,0.0403
Suriname,SUR,2020,2025,0.7226225972199437,0.7732959,0.0507
Suriname,SUR,2021,2026,0.7094418455732602,0.7732959,0.0639
Slovak Republic,SVK,2017,2022,0.8232408641147817,0.84059864,0.0174
Slovak Republic,SVK,2018,2023,0.8286344318197488,0.84059864,0.012
Slovak Republic,SVK,2019,2024,0.8301202798655787,0.84059864,0.0105
Slovak Republic,SVK,2020,2025,0.8271355993442205,0.84059864,0.0135
Slovak Republic,SVK,2021,2026,0.8213164352551803,0.84059864,0.0193
Slovenia,SVN,2017,2022,0.9117534203795598,0.89473283,-0.017
Slovenia,SVN,2018,2023,0.9173977515350552,0.89473283,-0.0227
Slovenia,SVN,2019,2024,0.917974430241853,0.89473283,-0.0232
Slovenia,SVN,2020,2025,0.9128063369249088,0.89473283,-0.0181
Slovenia,SVN,2021,2026,0.9188433452319122,0.89473283,-0.0241
Sweden,SWE,2017,2022,0.9498903336812982,0.92216897,-0.0277
Sweden,SWE,2018,2023,0.9511480424105672,0.92216897,-0.029
Sweden,SWE,2019,2024,0.951921028658965,0.92216897,-0.0298
Sweden,SWE,2020,2025,0.9491783414341204,0.92216897,-0.027
Sweden,SWE,2021,2026,0.9578758156612024,0.92216897,-0.0357
Eswatini,SWZ,2017,2022,0.6479827213010682,0.65999377,0.012
Eswatini,SWZ,2018,2023,0.654308845883157,0.65999377,0.0057
Eswatini,SWZ,2019,2024,0.6589190111820528,0.65999377,0.0011
Eswatini,SWZ,2020,2025,0.6542980186830755,0.65999377,0.0057
Eswatini,SWZ,2021,2026,0.6522428605684681,0.65999377,0.0078
Seychelles,SYC,2017,2022,0.7787085997630673,0.7859829,0.0073
Seychelles,SYC,2018,2023,0.7746918574669067,0.7859829,0.0113
Seychelles,SYC,2019,2024,0.772581829706671,0.7859829,0.0134
Seychelles,SYC,2020,2025,0.7751171145174132,0.7859829,0.0109
Seychelles,SYC,2021,2026,0.7601812716532715,0.7859829,0.0258
Syrian Arab Republic,SYR,2017,2022,0.5313878639757622,0.65160954,0.1202
Syrian Arab Republic,SYR,2018,2023,0.549006327768255,0.65160954,0.1026
Syrian Arab Republic,SYR,2019,2024,0.5657569766077778,0.65160954,0.0859
Syrian Arab Republic,SYR,2020,2025,0.5446668638725032,0.65160954,0.1069
Syrian Arab Republic,SYR,2021,2026,0.5525207040297971,0.65160954,0.0991
Chad,TCD,2017,2022,0.3676118294906521,0.4504908,0.0829
Chad,TCD,2018,2023,0.3727454308178091,0.4504908,0.0777
Chad,TCD,2019,2024,0.3740062287770978,0.4504908,0.0765
Chad,TCD,2020,2025,0.3732546127607885,0.4504908,0.0772
Chad,TCD,2021,2026,0.3768787550683813,0.4504908,0.0736
Togo,TGO,2017,2022,0.5332051777651016,0.6237149,0.0905
Togo,TGO,2018,2023,0.5380600738717342,0.6237149,0.0857
Togo,TGO,2019,2024,0.5389795688800297,0.6237149,0.0847
Togo,TGO,2020,2025,0.5409867298718335,0.6237149,0.0827
Togo,TGO,2021,2026,0.5460869026479448,0.6237149,0.0776
Thailand,THA,2017,2022,0.8436064805269892,0.8589018,0.0153
Thailand,THA,2018,2023,0.8484449597283944,0.8589018,0.0105
Thailand,THA,2019,2024,0.8511330457398304,0.8589018,0.0078
Thailand,THA,2020,2025,0.8484601230897102,0.8589018,0.0104
Thailand,THA,2021,2026,0.8501027317520146,0.8589018,0.0088
Tajikistan,TJK,2017,2022,0.6669416637600012,0.72586024,0.0589
Tajikistan,TJK,2018,2023,0.6681331783986094,0.72586024,0.0577
Tajikistan,TJK,2019,2024,0.6708163760523657,0.72586024,0.055
Tajikistan,TJK,2020,2025,0.6584488076016449,0.72586024,0.0674
Tajikistan,TJK,2021,2026,0.6657238204545323,0.72586024,0.0601
Tonga,TON,2017,2022,0.7773331981789994,0.78692716,0.0096
Tonga,TON,2018,2023,0.7804407426499393,0.78692716,0.0065
Tonga,TON,2019,2024,0.7819274296107115,0.78692716,0.005
Tonga,TON,2020,2025,0.7823510551190603,0.78692716,0.0046
Tonga,TON,2021,2026,0.7822561320906894,0.78692716,0.0047
Trinidad and Tobago,TTO,2017,2022,0.786394956507316,0.8220455,0.0357
Trinidad and Tobago,TTO,2018,2023,0.7849258326498187,0.8220455,0.0371
Trinidad and Tobago,TTO,2019,2024,0.784938078305725,0.8220455,0.0371
Trinidad and Tobago,TTO,2020,2025,0.7794832713299834,0.8220455,0.0426
Trinidad and Tobago,TTO,2021,2026,0.7782065724039859,0.8220455,0.0438
Tunisia,TUN,2017,2022,0.7587890479217978,0.7967355,0.0379
Tunisia,TUN,2018,2023,0.7597624175427923,0.7967355,0.037
Tunisia,TUN,2019,2024,0.7597327341332897,0.7967355,0.037
Tunisia,TUN,2020,2025,0.7572453957558524,0.7967355,0.0395
Tunisia,TUN,2021,2026,0.7513666373531492,0.7967355,0.0454
Turkiye,TUR,2017,2022,0.8510320072093375,0.8615666,0.0105
Turkiye,TUR,2018,2023,0.8440591513221453,0.8615666,0.0175
Turkiye,TUR,2019,2024,0.8441760774648062,0.8615666,0.0174
Turkiye,TUR,2020,2025,0.8361360498522005,0.8615666,0.0254
Turkiye,TUR,2021,2026,0.8373591081309296,0.8615666,0.0242
Tanzania,TZA,2017,2022,0.4538239976498162,0.53685755,0.083
Tanzania,TZA,2018,2023,0.4642490300025543,0.53685755,0.0726
Tanzania,TZA,2019,2024,0.4763742337334979,0.53685755,0.0605
Tanzania,TZA,2020,2025,0.481758317614001,0.53685755,0.0551
Tanzania,TZA,2021,2026,0.4802883472016828,0.53685755,0.0566
Uganda,UGA,2017,2022,0.4363723669617655,0.50528103,0.0689
Uganda,UGA,2018,2023,0.4404366770826031,0.50528103,0.0648
Uganda,UGA,2019,2024,0.4445001161663573,0.50528103,0.0608
Uganda,UGA,2020,2025,0.4458452399221826,0.50528103,0.0594
Uganda,UGA,2021,2026,0.4476786803757487,0.50528103,0.0576
Ukraine,UKR,2017,2022,0.7506833519090249,0.8164844,0.0658
Ukraine,UKR,2018,2023,0.7549666457006907,0.8164844,0.0615
Ukraine,UKR,2019,2024,0.7630559521313257,0.8164844,0.0534
Ukraine,UKR,2020,2025,0.7611087536981337,0.8164844,0.0554
Ukraine,UKR,2021,2026,0.7633514984258891,0.8164844,0.0531
Uruguay,URY,2017,2022,0.888751014083172,0.8871525,-0.0016
Uruguay,URY,2018,2023,0.8884687290812598,0.8871525,-0.0013
Uruguay,URY,2019,2024,0.88643979899935,0.8871525,0.0007
Uruguay,URY,2020,2025,0.8846225256990069,0.8871525,0.0025
Uruguay,URY,2021,2026,0.8761152592224702,0.8871525,0.011
United States,USA,2017,2022,0.901559679714025,0.89716583,-0.0044
United States,USA,2018,2023,0.9048531408452332,0.89716583,-0.0077
United States,USA,2019,2024,0.9068919653872572,0.89716583,-0.0097
United States,USA,2020,2025,0.8979409766431846,0.89716583,-0.0008
United States,USA,2021,2026,0.8988469720921702,0.89716583,-0.0017
Uzbekistan,UZB,2017,2022,0.7252896791516799,0.79717267,0.0719
Uzbekistan,UZB,2018,2023,0.7244380372317547,0.79717267,0.0727
Uzbekistan,UZB,2019,2024,0.7371726506286308,0.79717267,0.06
Uzbekistan,UZB,2020,2025,0.7330902522107898,0.79717267,0.0641
Uzbekistan,UZB,2021,2026,0.739200376257361,0.79717267,0.058
St. Vincent and the Grenadines,VCT,2017,2022,0.8205587089650089,0.82067454,0.0001
St. Vincent and the Grenadines,VCT,2018,2023,0.8181966789663492,0.82067454,0.0025
St. Vincent and the Grenadines,VCT,2019,2024,0.819497022501671,0.82067454,0.0012
St. Vincent and the Grenadines,VCT,2020,2025,0.8114282834132976,0.82067454,0.0092
St. Vincent and the Grenadines,VCT,2021,2026,0.8105971608989284,0.82067454,0.0101
"Venezuela, RB",VEN,2017,2022,0.7304756953349661,0.80299217,0.0725
"Venezuela, RB",VEN,2018,2023,0.7298811593372649,0.80299217,0.0731
"Venezuela, RB",VEN,2019,2024,0.7186845725658347,0.80299217,0.0843
"Venezuela, RB",VEN,2020,2025,0.6969761363925286,0.80299217,0.106
"Venezuela, RB",VEN,2021,2026,0.704228491624653,0.80299217,0.0988
Viet Nam,VNM,2017,2022,0.6356629976926956,0.7079046,0.0722
Viet Nam,VNM,2018,2023,0.6393259096203918,0.7079046,0.0686
Viet Nam,VNM,2019,2024,0.6423625701872785,0.7079046,0.0655
Viet Nam,VNM,2020,2025,0.6487173532795439,0.7079046,0.0592
Viet Nam,VNM,2021,2026,0.6449076357425668,0.7079046,0.063
Vanuatu,VUT,2017,2022,0.6093149641552983,0.6538065,0.0445
Vanuatu,VUT,2018,2023,0.6104545818921355,0.6538065,0.0434
Vanuatu,VUT,2019,2024,0.6111773084719858,0.6538065,0.0426
Vanuatu,VUT,2020,2025,0.6073384269029174,0.6538065,0.0465
Vanuatu,VUT,2021,2026,0.6061770830778505,0.6538065,0.0476
Samoa,WSM,2017,2022,0.747741115988768,0.7731094,0.0254
Samoa,WSM,2018,2023,0.747333383954051,0.7731094,0.0258
Samoa,WSM,2019,2024,0.7448563751922898,0.7731094,0.0283
Samoa,WSM,2020,2025,0.7446321523404572,0.7731094,0.0285
Samoa,WSM,2021,2026,0.7455669133331847,0.7731094,0.0275
"Yemen, Rep.",YEM,2017,2022,0.5331656212042063,0.5932932,0.0601
"Yemen, Rep.",YEM,2018,2023,0.518187164542582,0.5932932,0.0751
"Yemen, Rep.",YEM,2019,2024,0.5211491307774572,0.5932932,0.0721
"Yemen, Rep.",YEM,2020,2025,0.520549468901685,0.5932932,0.0727
"Yemen, Rep.",YEM,2021,2026,0.5186596254144026,0.5932932,0.0746
South Africa,ZAF,2017,2022,0.7754072067719112,0.7933283,0.0179
South Africa,ZAF,2018,2023,0.7651562958338309,0.7933283,0.0282
South Africa,ZAF,2019,2024,0.7645394888844114,0.7933283,0.0288
South Africa,ZAF,2020,2025,0.7542709264884823,0.7933283,0.0391
South Africa,ZAF,2021,2026,0.7477951818038849,0.7933283,0.0455
Zambia,ZMB,2017,2022,0.4305219637452658,0.52881175,0.0983
Zambia,ZMB,2018,2023,0.4326175079139936,0.52881175,0.0962
Zambia,ZMB,2019,2024,0.4303270788882135,0.52881175,0.0985
Zambia,ZMB,2020,2025,0.4215660697534139,0.52881175,0.1072
Zambia,ZMB,2021,2026,0.4235587453315022,0.52881175,0.1053
Zimbabwe,ZWE,2017,2022,0.5604243713138293,0.6117373,0.0513
Zimbabwe,ZWE,2018,2023,0.547261807532368,0.6117373,0.0645
Zimbabwe,ZWE,2019,2024,0.5464620824453992,0.6117373,0.0653
Zimbabwe,ZWE,2020,2025,0.5463304434145614,0.6117373,0.0654
Zimbabwe,ZWE,2021,2026,0.5491817685294019,0.6117373,0.0626
